5,"Amir and Eli were awesome, and completed a big ethernet wiring project for us - 12 different drops over two stories with two different tight attic spaces. They are great communicators, professionals, and went the extra mile to make sure that the job was completed to our liking. We're planning on hiring them again for a security camera install, and would highly recommend I Connect 4 U!"
5,The technician was a consummate professional and extremely talented and knowledgeable. I would not hesitate to invite him back into my home for assistance with future projects.
5,Amir came out and solved a problem for me that I thought was impossible. Will definitely be using him again very soon and would recommend
5,Very kind and professional! Did a great job while navigating a not so easy set up and remained friendly despite it being a frustrating situation. Highly recommend!
5,Came out same day and comlpeted the job quickly and got everything working as I wanted it too. Would recommend Amir for wiring jobs.
5,They did a great job!! Everything was done in a timely manner and I will definitely be using them again.. these men are a jack of all trades!!
5,Great service!! Both guys who came to mount our TV were very friendly and professional!
5,Very kind and professional! Did a great job while navigating a not so easy set up and remained friendly despite it being a frustrating situation. Highly recommend!
5,Came out same day and comlpeted the job quickly and got everything working as I wanted it too. Would recommend Amir for wiring jobs.
5,They did a great job!! Everything was done in a timely manner and I will definitely be using them again.. these men are a jack of all trades!!
5,Great service!! Both guys who came to mount our TV were very friendly and professional!
5,Very kind and professional! Did a great job while navigating a not so easy set up and remained friendly despite it being a frustrating situation. Highly recommend!
5,Came out same day and comlpeted the job quickly and got everything working as I wanted it too. Would recommend Amir for wiring jobs.
5,They did an awesome job! Will be using them for future projects!
5,Did a great job and quick. Will be hiring again for other projects.
5,They did a great job hanging my tv up above my fire place!
5,Accomplished task in short time and in a professional manner. Very satisfied!
5,They did an awesome job! Will be using them for future projects!
5,Did a great job and quick. Will be hiring again for other projects.
5,They did a great job hanging my tv up above my fire place!
5,Accomplished task in short time and in a professional manner. Very satisfied!
5,They did an awesome job! Will be using them for future projects!
5,Did a great job and quick. Will be hiring again for other projects.
5,Responsive and great work quality. Will definitely use again.
5,Responded in 10 mins and came and did the job within 1 hour
5,He was very thorough in the work he did and he came well prepared as well. Happy to have my new dresser set up 😀
5,I will use them for my future jobs. Very easy to work this. Did a great job
5,Responsive and great work quality. Will definitely use again.
5,Responded in 10 mins and came and did the job within 1 hour
5,He was very thorough in the work he did and he came well prepared as well. Happy to have my new dresser set up 😀
5,I will use them for my future jobs. Very easy to work this. Did a great job
5,Responsive and great work quality. Will definitely use again.
5,Handled everything awesomely and for a super fair price
5,Amir did great i couldn’t have asked for more i would definitely recommend him to everyone he was probably the best technician experience we ever had great job clean professional on time helpful packed with whole lotta knowledge and plus all of that he loves what he dose so it makes it all better overall great experience great service definitely would use the service again
5,Amir helped us design and install our home theater for us!! The time and work invested into the renovation was smooth and turned out amazing. Definitely would recommend his services!! You wont be disappointed!!
5,I had amir install my home automation system for me and he gave me a new ethernet port right next to my bed stand so now I can work from bed :))))) super professional with best equipment and competitive price would definitely work with again
5,Handled everything awesomely and for a super fair price
5,Amir did great i couldn’t have asked for more i would definitely recommend him to everyone he was probably the best technician experience we ever had great job clean professional on time helpful packed with whole lotta knowledge and plus all of that he loves what he dose so it makes it all better overall great experience great service definitely would use the service again
5,Amir helped us design and install our home theater for us!! The time and work invested into the renovation was smooth and turned out amazing. Definitely would recommend his services!! You wont be disappointed!!
5,I had amir install my home automation system for me and he gave me a new ethernet port right next to my bed stand so now I can work from bed :))))) super professional with best equipment and competitive price would definitely work with again
5,Handled everything awesomely and for a super fair price
5,Amir did great i couldn’t have asked for more i would definitely recommend him to everyone he was probably the best technician experience we ever had great job clean professional on time helpful packed with whole lotta knowledge and plus all of that he loves what he dose so it makes it all better overall great experience great service definitely would use the service again
5,"great customer service, knowledgeable, great personality"
5,They were great. Did a fantastic job. 5 stars
5,👍
5,Great work speedy response
5,"great customer service, knowledgeable, great personality"
5,They were great. Did a fantastic job. 5 stars
5,👍
5,Great work speedy response
5,Got my Ethernet ports installed and working great.
5,Great job!
5,Great work!
5,.
5,Got my Ethernet ports installed and working great.
5,Great job!
5,Great work!
5,"Amir was very nice, on time, and did great work."
5,"Excellent job, very happy"
5,Great to work with!!
5,Came same day and did a great job.
5,"Amir was very nice, on time, and did great work."
5,"Excellent job, very happy"
5,Great to work with!!
