5,Came out same day and comlpeted the job quickly and got everything working as I wanted it too. Would recommend Amir for wiring jobs.
5,They did a great job!! Everything was done in a timely manner and I will definitely be using them again.. these men are a jack of all trades!!
5,Great service!! Both guys who came to mount our TV were very friendly and professional!
5,"Outstanding service, I am actually looking to use him again very soon."
5,Very kind and professional! Did a great job while navigating a not so easy set up and remained friendly despite it being a frustrating situation. Highly recommend!
5,Came out same day and comlpeted the job quickly and got everything working as I wanted it too. Would recommend Amir for wiring jobs.
5,They did a great job!! Everything was done in a timely manner and I will definitely be using them again.. these men are a jack of all trades!!
5,They did an awesome job! Will be using them for future projects!
5,Did a great job and quick. Will be hiring again for other projects.
5,They did a great job hanging my tv up above my fire place!
5,Accomplished task in short time and in a professional manner. Very satisfied!
5,He and his partner were super professional and very helpful with the whole process. Thank you!
5,They did an awesome job! Will be using them for future projects!
5,Responsive and great work quality. Will definitely use again.
5,Responded in 10 mins and came and did the job within 1 hour
5,He was very thorough in the work he did and he came well prepared as well. Happy to have my new dresser set up 😀
5,I will use them for my future jobs. Very easy to work this. Did a great job
5,"Fast, explained everything that he was doing and why. Very well pleased and would highly recommend him!"
5,Handled everything awesomely and for a super fair price
5,Amir did great i couldn’t have asked for more i would definitely recommend him to everyone he was probably the best technician experience we ever had great job clean professional on time helpful packed with whole lotta knowledge and plus all of that he loves what he dose so it makes it all better overall great experience great service definitely would use the service again
5,Amir helped us design and install our home theater for us!! The time and work invested into the renovation was smooth and turned out amazing. Definitely would recommend his services!! You wont be disappointed!!
5,I had amir install my home automation system for me and he gave me a new ethernet port right next to my bed stand so now I can work from bed :))))) super professional with best equipment and competitive price would definitely work with again
1,"Contractor was provided the make and model of the playground equipment to be assembled. We agreed on a price and he said he could complete the job the following week, in time for my kid's birthday. On the day he was supposed to be there, he called 40 minutes before he was to arrive and said he looked into the playground more and thought it would take too long to assemble for the price we agreed upon. In a rush to get it done in time for my kid's birthday, I agreed to pay more. He said he had to finish another project and would be there soon. He never called back and never showed up. DO NOT USE THIS CONTRACTOR! He's not a man of his word. I had 2 friends willing to help the weekend before, but cancelled them when I decided to pay for the assembly. This guy left me hanging at the last minute and my kid got a half assembled playground on his birtday. Thanks for NOTHING!"
5,Handled everything awesomely and for a super fair price
5,Amir did great i couldn’t have asked for more i would definitely recommend him to everyone he was probably the best technician experience we ever had great job clean professional on time helpful packed with whole lotta knowledge and plus all of that he loves what he dose so it makes it all better overall great experience great service definitely would use the service again
5,Amir helped us design and install our home theater for us!! The time and work invested into the renovation was smooth and turned out amazing. Definitely would recommend his services!! You wont be disappointed!!
5,I had amir install my home automation system for me and he gave me a new ethernet port right next to my bed stand so now I can work from bed :))))) super professional with best equipment and competitive price would definitely work with again
1,"Contractor was provided the make and model of the playground equipment to be assembled. We agreed on a price and he said he could complete the job the following week, in time for my kid's birthday. On the day he was supposed to be there, he called 40 minutes before he was to arrive and said he looked into the playground more and thought it would take too long to assemble for the price we agreed upon. In a rush to get it done in time for my kid's birthday, I agreed to pay more. He said he had to finish another project and would be there soon. He never called back and never showed up. DO NOT USE THIS CONTRACTOR! He's not a man of his word. I had 2 friends willing to help the weekend before, but cancelled them when I decided to pay for the assembly. This guy left me hanging at the last minute and my kid got a half assembled playground on his birtday. Thanks for NOTHING!"
5,"great customer service, knowledgeable, great personality"
5,They were great. Did a fantastic job. 5 stars
5,👍
5,Great work speedy response
5,Amazing experience! Fast and looks great!
5,"great customer service, knowledgeable, great personality"
5,They were great. Did a fantastic job. 5 stars
5,Got my Ethernet ports installed and working great.
5,Great job!
5,Great work!
5,.
5,Amir was very personable and professional.
5,Got my Ethernet ports installed and working great.
5,"Amir was very nice, on time, and did great work."
5,"Excellent job, very happy"
5,Great to work with!!
5,Came same day and did a great job.
5,Excellent work running data drop. Highly recommended
